1579116692359.102|0.1271|9.8978
1579116692359.131|0.0858|9.9032
1579116692359.092|0.1557|9.8980
1579116692359.005|0.1466|9.8836
1579116692359.097|0.0581|9.8102
1579116692359.191|0.1961|9.8145
1579116692359.151|0.0869|9.9085
1579116692359.017|0.0410|9.9691
1579116692359.147|0.1124|9.9688
1579116692359.193|0.0650|9.9067
1579116692359.04|0.0789|9.8063
1579116692359.013|0.0619|9.8847
1579116692359.153|0.0137|9.8064
1579116692359.166|0.1524|9.8292
1579116692359.144|0.0699|9.9275
1579116692359.041|0.1923|9.8255
1579116692359.158|0.1832|9.8930
1579116692359.084|0.0680|9.8205
1579116692359.046|0.1631|9.8110
1579116692359.012|0.1277|9.9136
1579116692359.103|0.1887|9.9899
1579116692359.018|0.0874|9.9521
1579116692359.047|0.0488|9.8390
1579116692359.194|0.1211|9.8981
1579116692359.155|0.0868|9.9584
1579116692359.017|0.0600|9.8934
1579116692359.121|0.0723|9.9952
1579116692359.086|0.1036|9.8015
1579116692359.09|0.1085|9.9276
1579116692359.004|0.0500|9.9108
1579116692359.094|0.1218|9.8085
1579116692359.197|0.1010|9.9413
1579116692359.189|0.0033|9.8529
1579116692359.134|0.1608|9.9977
1579116692359.028|0.1180|9.8855
1579116692359.171|0.1361|9.8335
1579116692359.193|0.1304|9.8645
1579116692359.128|0.1744|9.8240
1579116692359.069|0.0783|9.8516
1579116692359.12|0.1785|9.8465
1579116692359.064|0.1683|9.9238
1579116692359.066|0.1077|9.9465
1579116692359.024|0.0039|9.8418
1579116692359.198|0.1526|9.8816
1579116692359.166|0.1598|9.9678
1579116692359.098|0.0804|9.9934
1579116692359.183|0.1648|9.9470
1579116692359.199|0.1630|9.9007
1579116692359.175|0.1197|9.8067
1579116692359.175|0.0168|9.8729
1579116692359.025|0.0543|9.8432
1579116692359.171|0.0280|9.8703
1579116692359.053|0.0326|9.8383
1579116692359.168|0.1465|9.9527
1579116692359.156|0.1593|9.9571
1579116692359.01|0.0118|9.8948
1579116692359.125|0.1254|9.8236
1579116692359.113|0.0265|9.8076
1579116692359.162|0.0023|9.8938
1579116692359.153|0.0580|9.9690
1579116692359.181|0.1743|9.9981
1579116692359.088|0.1569|9.8133
1579116692359.075|0.0764|9.8014
1579116692359.04|0.0826|9.9062
1579116692359.194|0.0475|9.8176
1579116692359.026|0.0044|9.8104
1579116692359.092|0.1216|9.9481
1579116692359.191|0.1426|9.8032
1579116692359.077|0.0126|9.9406
1579116692359.191|0.1602|9.9395
1579116692359.099|0.0374|9.8929
1579116692359.041|0.1776|9.8957
1579116692359.126|0.0557|9.9497
1579116692359.063|0.1068|9.9780
1579116692359.075|0.0801|9.8003
1579116692359.025|0.1010|9.9966
1579116692359.113|0.0061|9.9028
1579116692359.085|0.1585|9.8173
1579116692359.152|0.1146|9.8916
1579116692359.193|0.1530|9.9687
1579116692359.038|0.0132|9.9335
1579116692359.107|0.0034|9.8580
1579116692359.146|0.0266|9.8864
1579116692359.075|0.1929|9.8289
1579116692359.083|0.0807|9.9617
1579116692359.03|0.0476|9.8810
1579116692359.08|0.1750|9.9405
1579116692359.017|0.1974|9.8337
1579116692359.021|0.0877|9.9453
1579116692359.178|0.0290|9.8537
1579116692359.149|0.1698|9.9247
1579116692359.046|0.0526|9.9804
1579116692359.075|0.0083|9.8548
1579116692359.162|0.0891|9.8634
1579116692359.039|0.0697|9.9924
1579116692359.156|0.1273|9.8043
1579116692359.037|0.1831|9.9795
1579116692359.167|0.0749|9.8619
1579116692359.199|0.0285|9.9725
1579116692359.101|0.0224|9.8841
1579116692359.131|0.1677|9.8784
1579116692359.054|0.0210|9.9800
1579116692359.102|0.0502|9.9052
1579116692359.194|0.0483|9.8255
1579116692359.007|0.0361|9.8147
1579116692359.052|0.0830|9.8614
1579116692359.036|0.1983|9.9492
1579116692359.162|0.1491|9.9023
1579116692359.062|0.0653|9.8994
1579116692359.136|0.1135|9.9229
1579116692359.149|0.1621|9.9483
1579116692359.02|0.0214|9.9766
1579116692359.081|0.0309|9.8711
1579116692359.027|0.1195|9.8370
1579116692359.029|0.0921|9.9599
1579116692359.023|0.1953|9.8585
1579116692359.133|0.0784|9.9865
1579116692359.142|0.0522|9.9058
1579116692359.009|0.1996|9.8227
1579116692359.094|0.1165|9.9681
1579116692359.11|0.0726|9.9445
1579116692359.006|0.1152|9.8230
1579116692359.186|0.0939|9.8314
1579116692359.102|0.0796|9.8666
1579116692359.085|0.0297|9.9953
1579116692359.151|0.1290|9.9778
1579116692359.048|0.0552|9.8754
1579116692359.024|0.0001|9.9177
1579116692359.137|0.0785|9.8626
1579116692359.046|0.1936|9.9652
1579116692359.126|0.1453|9.8213
1579116692359.093|0.1422|9.9114
1579116692359.184|0.0516|9.8341
1579116692359.157|0.1749|9.8676
1579116692359.029|0.0085|9.8191
1579116692359.12|0.0107|9.9993
1579116692359.174|0.1697|9.8027
1579116692359.071|0.1438|9.8733
1579116692359.044|0.0287|9.8265
1579116692359.194|0.0535|9.9188
1579116692359.038|0.0761|9.8501
1579116692359.122|0.1263|9.8607
1579116692359.167|0.1566|9.9747
1579116692359.122|0.1016|9.9131
1579116692359.193|0.1484|9.9019
1579116692359.052|0.0302|9.8322
1579116692359.153|0.0407|9.9288
1579116692359.074|0.0050|9.9623
1579116692359.165|0.1903|9.9778
1579116692359.133|0.0128|9.9977
1579116692359.169|0.1718|9.9042
1579116692359.019|0.1359|9.9216
1579116692359.163|0.1685|9.9406
1579116692359.035|0.0310|9.9531
1579116692359.129|0.1092|9.8940
1579116692359.168|0.0971|9.9316
1579116692359.176|0.1830|9.9793
1579116692359.154|0.0251|9.9607
1579116692359.19|0.0042|9.8376
1579116692359.003|0.1525|9.9374
1579116692359.024|0.0815|9.8694
1579116692359.142|0.1958|9.8761
1579116692359.164|0.1088|9.8242
1579116692359.191|0.1373|9.8686
1579116692359.034|0.0316|9.8302
1579116692359.138|0.0288|9.8144
1579116692359.09|0.1594|9.9808
1579116692359.064|0.1921|9.9249
1579116692359.198|0.0968|9.8750
1579116692359.118|0.1754|9.9125
1579116692359.169|0.0060|9.8870
1579116692359.139|0.1939|9.9835
1579116692359.178|0.1568|9.9401
1579116692359.048|0.0040|9.9230
1579116692359.033|0.0768|9.8035
1579116692359.184|0.0906|9.8149
1579116692359.05|0.1520|9.8028
1579116692359.117|0.1993|9.9234
1579116692359.003|0.1693|9.9718
1579116692359.03|0.1647|9.9640
1579116692359.057|0.1812|9.9048
1579116692359.192|0.0669|9.8384
1579116692359.042|0.1491|9.8457
1579116692359.17|0.1943|9.8243
1579116692359.109|0.0996|9.8245
1579116692359.046|0.0338|9.9050
1579116692359.072|0.1384|9.8456
1579116692359.169|0.0165|9.9208
1579116692359.109|0.0368|9.9967
1579116692359.151|0.0497|9.8686
1579116692359.159|0.1813|9.9858
1579116692359.197|0.1874|9.9263
1579116692359.002|0.0850|9.9643
1579116692359.022|0.0701|9.8688
1579116692359.074|0.0174|9.9902
1579116692359.096|0.1080|9.9867
1579116692359.075|0.0330|9.8716
1579116692359.183|0.1666|9.8021
1579116692359.001|0.1280|9.8698
1579116692359.085|0.0501|9.9693
1579116692359.086|0.1285|9.8485
1579116692359.011|0.1685|9.8129
1579116692359.139|0.1984|9.8850
1579116692359.049|0.1957|9.8641
1579116692359.135|0.1194|9.8085
1579116692359.115|0.0955|9.8284
1579116692359.063|0.0825|9.9125
1579116692359.162|0.0248|9.8056
1579116692359.039|0.1655|9.8538
1579116692359.072|0.1188|9.9816
1579116692359.021|0.0473|9.8849
1579116692359.08|0.1926|9.9000
1579116692359.003|0.0618|9.8514
1579116692359.038|0.0377|9.8071
1579116692359.023|0.1067|9.8471
1579116692359.179|0.0573|9.9282
1579116692359.199|0.1039|9.8157
1579116692359.137|0.1692|9.9919
1579116692359.035|0.1360|9.9830
1579116692359.191|0.1719|9.8517
1579116692359.181|0.0230|9.9409
1579116692359.163|0.0696|9.8237
1579116692359.022|0.1323|9.9818
1579116692359.001|0.1609|9.8087
1579116692359.156|0.0054|9.9245
1579116692359.062|0.0722|9.9532
1579116692359.192|0.0184|9.9063
1579116692359.021|0.1214|9.8786
1579116692359.07|0.1865|9.8869
1579116692359.028|0.0834|9.8721
1579116692359.177|0.1139|9.9727
1579116692359.141|0.0589|9.9318
1579116692359.103|0.1541|9.9930
1579116692359.014|0.0153|9.9207
1579116692359.096|0.0493|9.9996
1579116692359.059|0.0304|9.9114
1579116692359.096|0.0057|9.9461
1579116692359.144|0.1552|9.9466
1579116692359.17|0.1030|9.9680
1579116692359.014|0.0352|9.8343
1579116692359.142|0.0654|9.8870
1579116692359.031|0.0141|9.9307
1579116692359.076|0.0492|9.8070
1579116692359.094|0.0010|9.8705
1579116692359.194|0.1837|9.8158
1579116692359.173|0.1133|9.8505
1579116692359.143|0.0451|9.8579
1579116692359.05|0.0299|9.9103
1579116692359.047|0.0921|9.9153
1579116692359.021|0.0760|9.8532
1579116692359.188|0.1950|9.8115
1579116692359.015|0.1390|9.8321
1579116692359.079|0.0963|9.8263
1579116692359.089|0.0104|9.9235
1579116692359.11|0.1494|9.9244
1579116692359.082|0.0575|9.8413
1579116692359.137|0.0538|9.9125
1579116692359.098|0.1795|9.8040
1579116692359.072|0.0503|9.9034
1579116692359.006|0.1434|9.9341
1579116692359.162|0.1613|9.8003
1579116692359.153|0.1709|9.8619
1579116692359.027|0.1410|9.8932
1579116692359.117|0.1726|9.9393
1579116692359.184|0.1390|9.9418
1579116692359.151|0.1848|9.8563
1579116692359.152|0.0244|9.9692
1579116692359.182|0.1938|9.9301
1579116692359.117|0.1549|9.9223
1579116692359.117|0.0205|9.8176
1579116692359.075|0.1524|9.9913
1579116692359.095|0.1444|9.8985
1579116692359.167|0.0972|9.8382
1579116692359.026|0.0913|9.8188
1579116692359.092|0.0510|9.8691
1579116692359.186|0.0954|9.8423
1579116692359.085|0.1589|9.8445
1579116692359.137|0.0875|9.9051
1579116692359.191|0.0633|9.8092
1579116692359.038|0.0080|9.8190
1579116692359.057|0.1828|9.8219
1579116692359.048|0.1286|9.8033
1579116692359.032|0.0461|9.9385
1579116692359.004|0.0514|9.9125
1579116692359.05|0.0765|9.8212
1579116692359.143|0.0011|9.9737
1579116692359.049|0.0350|9.8615
1579116692359.107|0.1633|9.8859
1579116692359.13|0.0697|9.8889
1579116692359.008|0.1269|9.9412
1579116692359.069|0.1315|9.8095
1579116692359.1|0.1453|9.8667
1579116692359.143|0.1818|9.8934
1579116692359.049|0.1721|9.9293
1579116692359.093|0.1940|9.8577
1579116692359.051|0.1817|9.9484
1579116692359.115|0.1319|9.9469
1579116692359.146|0.1676|9.8645
1579116692359.188|0.0924|9.9843
1579116692359.119|0.1602|9.8957
1579116692359.161|0.0047|9.9726
1579116692359.122|0.0502|9.8021
1579116692359.13|0.1799|9.8804
1579116692359.085|0.0136|9.9609
1579116692359.036|0.1685|9.8805
1579116692359.136|0.0675|9.8245
1579116692359.05|0.0184|9.8405
1579116692359.068|0.1369|9.8977
1579116692359.008|0.1376|9.8772
1579116692359.171|0.0477|9.8604
1579116692359.134|0.0481|9.8235
1579116692359.12|0.1583|9.8227
1579116692359.042|0.1855|9.9335
1579116692359.045|0.0678|9.8065
1579116692359.012|0.1631|9.8388
1579116692359.048|0.0956|9.9237
1579116692359.131|0.0965|9.8183
1579116692359.044|0.1429|9.9553
1579116692359.146|0.1376|9.9711
1579116692359.037|0.0823|9.8404
1579116692359.041|0.1205|9.9586
1579116692359.147|0.0187|9.8428
1579116692359.06|0.0702|9.8657
1579116692359.148|0.1268|9.9463
1579116692359.123|0.0999|9.9900
1579116692359.125|0.1985|9.9491
1579116692359.166|0.1569|9.9227
1579116692359.156|0.0423|9.9841
1579116692359.053|0.0150|9.9634
1579116692359.085|0.1845|9.9392
1579116692359.12|0.1507|9.9299
1579116692359.189|0.0610|9.8021
1579116692359.118|0.1902|9.9894
1579116692359.064|0.0062|9.9557
1579116692359.087|0.0827|9.8298
1579116692359|0.0728|9.8868
1579116692359.021|0.0134|9.8861
1579116692359.117|0.0743|9.8582
1579116692359.005|0.0735|9.8425
1579116692359.007|0.1323|9.8923
1579116692359.192|0.1441|9.9633
1579116692359.194|0.0607|9.8372
1579116692359.155|0.1583|9.8737
1579116692359.168|0.0962|9.8191
1579116692359.027|0.1637|9.9825
1579116692359.053|0.0999|9.9575
1579116692359.009|0.0015|9.8298
1579116692359.01|0.1622|9.9204
1579116692359.101|0.1988|9.9704
1579116692359.016|0.0448|9.8947
1579116692359.189|0.0498|9.9828
1579116692359.035|0.0603|9.9991
1579116692359.056|0.0219|9.8191
1579116692359.15|0.0907|9.9329
1579116692359.055|0.0658|9.8314
1579116692359.073|0.1840|9.8519
1579116692359.172|0.0967|9.8604
1579116692359.125|0.0706|9.8440
1579116692359.053|0.1467|9.9144
1579116692359.011|0.1228|9.9266
1579116692359.032|0.1541|9.9260
1579116692359.03|0.0643|9.9093
1579116692359.062|0.1290|9.8881
1579116692359.168|0.1821|9.9238
1579116692359.155|0.1670|9.8788
1579116692359.196|0.1963|9.9229
1579116692359.01|0.0247|9.8722
1579116692359.08|0.0913|9.8675
1579116692359.051|0.0064|9.8504
1579116692359.086|0.1344|9.9831
1579116692359.18|0.1616|9.9754
1579116692359.168|0.0830|9.8193
1579116692359.06|0.1853|9.9225
1579116692359.055|0.1800|9.9995
1579116692359.035|0.0888|9.8623
1579116692359.064|0.0250|9.8161
1579116692359.195|0.1237|9.9370
1579116692359.073|0.0005|9.9310
1579116692359.089|0.0308|9.9286
1579116692359.162|0.1333|9.8257
1579116692359.023|0.0733|9.9546
1579116692359.182|0.0943|9.9390
1579116692359.137|0.1578|9.9239
1579116692359.133|0.1728|9.9292
1579116692359.198|0.1479|9.8880
1579116692359.011|0.1777|9.8350
1579116692359.152|0.0280|9.9396
1579116692359.144|0.0139|9.9343
1579116692359.108|0.1818|9.8861
1579116692359.025|0.1896|9.8265
1579116692359.147|0.1950|9.9152
1579116692359.046|0.0910|9.9563
1579116692359.136|0.0100|9.9737
1579116692359.067|0.0089|9.8252
1579116692359.13|0.0982|9.8839
1579116692359.071|0.1869|9.8504
1579116692359.125|0.1683|9.8467
1579116692359.096|0.1680|9.9740
1579116692359.14|0.1863|9.9379
1579116692359.126|0.0838|9.9625
1579116692359.194|0.0989|9.9495
1579116692359.181|0.0671|9.8774
1579116692359.103|0.0701|9.8763
1579116692359.192|0.0167|9.9744
1579116692359.166|0.1106|9.8186
1579116692359.073|0.1618|9.8740
1579116692359.101|0.1626|9.8136
1579116692359.141|0.0751|9.8847
1579116692359.025|0.1155|9.9207
1579116692359.148|0.1935|9.8979
1579116692359.124|0.0827|9.9735
1579116692359.003|0.0103|9.8267
1579116692359.007|0.0999|9.9075
1579116692359.034|0.0232|9.8378
1579116692359.138|0.0519|9.8893
1579116692359.102|0.0257|9.8633
1579116692359.023|0.0128|9.9917
1579116692359.044|0.1958|9.9104
1579116692359.082|0.1886|9.9494
1579116692359.058|0.0269|9.9838
1579116692359.019|0.1713|9.9981
1579116692359.117|0.1392|9.9903
1579116692359.027|0.1700|9.8285
1579116692359.053|0.0865|9.8683
1579116692359.005|0.1624|9.9342
1579116692359.003|0.1408|9.8522
1579116692359.026|0.0374|9.8038
1579116692359.039|0.0552|9.9694
1579116692359.121|0.0258|9.9782
1579116692359.002|0.0205|9.8229
1579116692359.061|0.0741|9.9354
1579116692359.076|0.1619|9.8053
1579116692359.029|0.1482|9.8918
1579116692359.126|0.1332|9.9610
1579116692359.188|0.1295|9.8006
1579116692359.107|0.0738|9.9499
1579116692359.18|0.0483|9.9866
1579116692359.1|0.1871|9.9947
1579116692359.018|0.0192|9.8160
1579116692359.2|0.1358|9.8657
1579116692359.05|0.0929|9.8362
1579116692359.09|0.0371|9.8315
1579116692359.108|0.1989|9.8827
1579116692359.002|0.0076|9.9113
1579116692359.132|0.0405|9.8130
